u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,lanes,geometry,junction,bridge,ref,access,width,tunnel,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
10281958927,10281958928,0,1124379127,primary,60,,True,False,86.9249274557958,2,"LINESTRING (9836064.092642533 2580471.113270936, 9836091.91138328 2580561.156149309)",,,,,,,24,0,6.39,204,300.0,65.0,3,53,63,47.0,787.7524515658163
10281958927,1177161022,0,"[1309211043, 101966396]",residential,,,False,True,141.13334392001826,,"LINESTRING (9836064.092642533 2580471.113270936, 9836028.45927353 2580483.771565504, 9835996.154357303 2580502.3973593307, 9835990.74423005 2580501.951304477, 9835985.122595765 2580499.214697936, 9835980.56962859 2580489.100107625, 9835964.98489988 2580436.2125944328)",,,,,,,39,0,6.39,204,300.0,65.0,3,53,59,5.0,1204.824074953729
6508834064,10281958926,0,102688628,tertiary,,Khirode Vidya Binode Avanue,True,False,20.976882931274282,,"LINESTRING (9836019.242019692 2580409.208321639, 9836039.123680748 2580398.1655155863)",,,,,,,13,0,6.39,204,300.0,65.0,3,53,29,5.0,148.59955260083447
6508834064,6508834065,0,693316717,residential,,,False,True,20.320957127067608,,"LINESTRING (9836019.242019692 2580409.208321639, 9836011.249280253 2580388.6778703947)",,,,,,,15,0,6.39,204,300.0,65.0,3,53,42,5.0,188.01762392042073
1177161333,1177161043,0,101966506,residential,,,False,True,51.45620246822147,,"LINESTRING (9836070.103895037 2580684.1837923233, 9836065.996205827 2580628.546974688)",,,,,,,26,0,6.39,204,300.0,65.0,3,53,35,5.0,356.7160503665302
10281958930,10281958932,0,"[1192800521, 1124379127]",primary,60,,True,False,114.16119579681387,2,"LINESTRING (9836110.379286805 2580625.6415685276, 9836125.184779081 2580674.7442064565, 9836146.803024191 2580743.931793553)",,,,,,,19,1,6.39,204,300.0,65.0,3,53,43,49.0,691.6717703115595
10281958930,1177161043,0,1275573515,residential,,,False,False,41.025912291931455,,"LINESTRING (9836110.379286805 2580625.6415685276, 9836095.228704108 2580626.4492955003, 9836065.996205827 2580628.546974688)",,,,,,,22,1,6.39,204,300.0,65.0,3,53,40,5.0,314.524379001271
1189868581,1177161047,0,101966453,residential,,,False,False,19.558891727524205,,"LINESTRING (9835844.325703809 2580094.3827277417, 9835823.898577249 2580100.072802339)",,,,,,,25,0,6.39,204,300.0,65.0,3,53,14,5.0,168.45893810224067
1189868581,1177161371,0,101966453,residential,,,False,True,125.49594015580128,,"LINESTRING (9835844.325703809 2580094.3827277417, 9835862.637760045 2580089.0663674306, 9835871.732562441 2580018.495160628, 9835866.489414424 2579972.962786699)",,,,,,,41,0,6.39,204,300.0,65.0,3,53,14,5.0,426.43317946174614
1189868581,1189868590,0,103050318,residential,,,False,True,110.86357699412741,,"LINESTRING (9835844.325703809 2580094.3827277417, 9835833.382997865 2580055.7818917595, 9835828.529468065 2580027.548607538, 9835826.859675704 2580017.856235799, 9835815.90583781 2579977.736627833)",,,,,,,38,0,6.39,204,300.0,65.0,3,53,36,5.0,679.5306526146304
1177161432,1177161169,0,1087118362,secondary,40,Bepin Behari Ganguly Street,True,False,19.405218372144475,,"LINESTRING (9835800.476956384 2580215.044070255, 9835780.617559228 2580221.9879407855)",,,,,,,14,0,6.39,204,300.0,65.0,3,53,12,32.0,108.54351445588804
1177161432,1177161047,0,101966381,living_street,,,False,False,124.34316000790295,,"LINESTRING (9835800.476956384 2580215.044070255, 9835789.678965779 2580177.262714429, 9835806.71084787 2580136.949837272, 9835828.340224931 2580128.1012702677, 9835825.234411137 2580107.426503329, 9835823.898577249 2580100.072802339)",,,,,,,35,0,6.39,204,300.0,65.0,3,53,10,5.0,334.81179200948355
1177161169,10943277968,0,101966443,tertiary,,Phears Lane,False,False,66.17791540740981,,"LINESTRING (9835780.617559228 2580221.9879407855, 9835802.34712383 2580290.3659319514)",,,,,,,21,0,6.39,204,300.0,65.0,3,53,22,5.0,290.3096966755619
1177161169,664472775,0,1087118362,secondary,40,Bepin Behari Ganguly Street,True,False,9.791156908393335,,"LINESTRING (9835780.617559228 2580221.9879407855, 9835770.598805057 2580225.4960431466)",,,,,,,12,0,6.39,204,300.0,65.0,3,53,77,34.0,161.0702898335544
10943277968,1177161169,0,101966443,tertiary,,Phears Lane,False,True,66.17791540740981,,"LINESTRING (9835802.34712383 2580290.3659319514, 9835780.617559228 2580221.9879407855)",,,,,,,21,0,6.39,204,300.0,65.0,3,53,50,5.0,512.6674924444588
10943277968,10943433503,0,101966443,tertiary,,Phears Lane,False,False,116.06894745904079,,"LINESTRING (9835802.34712383 2580290.3659319514, 9835815.53848349 2580331.679780536, 9835840.618764766 2580340.0462391814, 9835854.088423152 2580342.79487493, 9835876.452508852 2580349.5941337333, 9835892.382327985 2580359.7809717227)",,,,,,,36,0,6.39,204,300.0,65.0,3,53,60,5.0,1026.2964217050935
10943277968,10943433501,0,"[1178005978, 1178005979, 1178005070]",residential,,,False,"[False, True]",121.9153885524791,,"LINESTRING (9835802.34712383 2580290.3659319514, 9835847.531705143 2580279.8898075074, 9835873.79197302 2580272.753026858, 9835885.747686332 2580330.1005215235)",,,,,,,34,0,6.39,204,300.0,65.0,3,53,76,5.0,1292.4683435986092
1177161371,1189868548,0,101966453,residential,,,False,True,65.32717434103648,,"LINESTRING (9835866.489414424 2579972.962786699, 9835846.74133676 2579904.947754639)",,,,,,,15,0,6.39,204,300.0,65.0,3,53,65,5.0,595.1519598600846
1177161371,10279701147,0,103050330,residential,,Kapilatola Ln,False,False,37.766240966094145,,"LINESTRING (9835866.489414424 2579972.962786699, 9835906.864993738 2579966.1636819956)",,,,,,,11,0,6.39,204,300.0,65.0,3,53,63,5.0,351.1127817036717
1177161371,1189868581,0,101966453,residential,,,False,False,125.49594015580128,,"LINESTRING (9835866.489414424 2579972.962786699, 9835871.732562441 2580018.495160628, 9835862.637760045 2580089.0663674306, 9835844.325703809 2580094.3827277417)",,,,,,,41,0,6.39,204,300.0,65.0,3,53,21,5.0,531.8497691926192
1177161371,1189868590,0,103050330,residential,,Kapilatola Ln,False,True,47.10663802729305,,"LINESTRING (9835866.489414424 2579972.962786699, 9835850.637518937 2579972.058650275, 9835815.90583781 2579977.736627833)",,,,,,,16,0,6.39,204,300.0,65.0,3,53,15,5.0,175.39194844912748
1189868548,1177161371,0,101966453,residential,,,False,False,65.32717434103648,,"LINESTRING (9835846.74133676 2579904.947754639, 9835866.489414424 2579972.962786699)",,,,,,,15,0,6.39,204,300.0,65.0,3,53,72,5.0,650.0267863065552
1189868548,11944729366,0,1124089275,primary,,,True,False,36.07651121104995,,"LINESTRING (9835846.74133676 2579904.947754639, 9835874.671396999 2579919.437995136, 9835881.294906702 2579923.2594666565)",,,,,,,9,0,6.39,204,300.0,65.0,3,53,55,5.0,293.7049739929297
10279701147,1177161371,0,103050330,residential,,Kapilatola Ln,False,True,37.766240966094145,,"LINESTRING (9835906.864993738 2579966.1636819956, 9835866.489414424 2579972.962786699)",,,,,,,11,0,6.39,204,300.0,65.0,3,53,70,5.0,382.8364241151908
10279701147,10281958922,0,1124089275,primary,,,True,False,184.45469939398475,,"LINESTRING (9835906.864993738 2579966.1636819956, 9835964.239059292 2580157.733138522)",,,,,,,26,0,6.39,204,300.0,65.0,3,53,48,5.0,1203.059068509352
1189868590,1189868581,0,103050318,residential,,,False,False,110.86357699412743,,"LINESTRING (9835815.90583781 2579977.736627833, 9835826.859675704 2580017.856235799, 9835828.529468065 2580027.548607538, 9835833.382997865 2580055.7818917595, 9835844.325703809 2580094.3827277417)",,,,,,,38,0,6.39,204,300.0,65.0,3,53,45,5.0,799.2633157682881
1189868590,1177161371,0,103050330,residential,,Kapilatola Ln,False,False,47.10663802729305,,"LINESTRING (9835815.90583781 2579977.736627833, 9835850.637518937 2579972.058650275, 9835866.489414424 2579972.962786699)",,,,,,,16,0,6.39,204,300.0,65.0,3,53,23,5.0,220.6143209553288
1189868590,1177161698,0,103050330,residential,,Kapilatola Ln,False,True,27.920473754295305,,"LINESTRING (9835815.90583781 2579977.736627833, 9835798.094719283 2579979.2314672587, 9835786.595415883 2579983.8606482656)",,,,,,,18,0,6.39,204,300.0,65.0,3,53,33,5.0,211.1650760670094
1177161408,11372704310,0,101966462,residential,,,False,True,156.79244326917777,,"LINESTRING (9835294.52987073 2579664.9323808597, 9835189.34408388 2579688.8011578475, 9835208.357452909 2579747.9428307456)",,,,,,,22,0,6.39,204,300.0,65.0,3,53,68,5.0,1400.0263370764903
1177161408,663943276,0,102784452,secondary,,Bentinck Street,True,False,108.86838908520615,,"LINESTRING (9835294.52987073 2579664.9323808597, 9835309.4021547 2579709.4512940804, 9835310.103467492 2579714.249169453, 9835338.022395784 2579774.3191685397)",,,,,,,22,0,6.39,204,300.0,65.0,3,53,14,5.0,303.4988936631463
1177161408,10279701138,0,103082312,tertiary,,,True,False,43.82753847241851,,"LINESTRING (9835294.52987073 2579664.9323808597, 9835320.355992595 2579656.4095480884, 9835337.588249769 2579645.644505304)",,,,,,,8,0,6.39,204,300.0,65.0,3,53,31,5.0,213.63844311739683
11372704310,1177161408,0,101966462,residential,,,False,False,156.79244326917777,,"LINESTRING (9835208.357452909 2579747.9428307456, 9835189.34408388 2579688.8011578475, 9835294.52987073 2579664.9323808597)",,,,,,,22,0,6.39,204,300.0,65.0,3,53,39,5.0,854.3886344997519
1177161631,1177161483,0,101966443,tertiary,,Phears Lane,False,False,45.61974535262817,,"LINESTRING (9835928.416447153 2580402.2161510144, 9835932.301497381 2580451.523072163)",,,,,,,15,0,6.39,204,300.0,65.0,3,53,56,5.0,392.1646887696613
1177161631,10943433503,0,101966443,tertiary,,Phears Lane,False,True,54.24662546409357,,"LINESTRING (9835928.416447153 2580402.2161510144, 9835919.444096196 2580377.0684720236, 9835892.382327985 2580359.7809717227)",,,,,,,24,0,6.39,204,300.0,65.0,3,53,78,5.0,638.3484143439158
1177161631,664446535,0,102961698,residential,,Sun Yat Sen Street,True,False,443.27038037454184,,"LINESTRING (9835928.416447153 2580402.2161510144, 9835833.561109051 2580417.7194850245, 9835783.166775566 2580425.9654321787, 9835733.996956483 2580433.9943846557, 9835682.500560043 2580442.421172284, 9835608.807057139 2580454.4646143825, 9835455.230687639 2580479.56418843, 9835454.128624681 2580479.7450212333)",,,,,,,67,0,6.39,204,300.0,65.0,3,53,20,5.0,1409.4489128989003
10907806554,1177161573,0,101966430,residential,,Metcalfe Street,False,True,78.74116024540584,,"LINESTRING (9835601.838457014 2580136.3229631605, 9835595.3707946 2580051.2009115554)",,,,,,,33,0,6.39,204,300.0,65.0,3,53,38,5.0,534.6596907190507
10907806554,1177161553,0,101966430,residential,,Metcalfe Street,False,False,39.9053873395943,,"LINESTRING (9835601.838457014 2580136.3229631605, 9835603.597304968 2580159.155662412, 9835592.587807328 2580176.286235089)",,,,,,,22,0,6.39,204,300.0,65.0,3,53,53,5.0,374.3982634798198
10907806554,10907806555,0,1173917946,living_street,,,False,False,30.171993967715053,,"LINESTRING (9835601.838457014 2580136.3229631605, 9835614.09473295 2580133.731080065, 9835633.842810616 2580129.5599574195)",,,,,,,19,0,6.39,204,300.0,65.0,3,53,19,5.0,174.3921462463903
1177161647,1177161612,0,101966481,residential,,,False,False,73.56352610813536,,"LINESTRING (9836017.004497927 2580638.950985145, 9835992.402890462 2580640.4820509646, 9835937.322006417 2580638.7701506084)",,,,,,,29,0,6.39,204,300.0,65.0,3,53,55,5.0,641.1192723136934
10943433503,10943433501,0,1178005980,residential,,,False,True,28.051863317217503,,"LINESTRING (9835892.382327985 2580359.7809717227, 9835885.747686332 2580330.1005215235)",,,,,,,20,0,6.39,204,300.0,65.0,3,53,21,5.0,181.2906955593881
10943433503,1177161631,0,101966443,tertiary,,Phears Lane,False,False,54.24662546409357,,"LINESTRING (9835892.382327985 2580359.7809717227, 9835919.444096196 2580377.0684720236, 9835928.416447153 2580402.2161510144)",,,,,,,24,0,6.39,204,300.0,65.0,3,53,18,5.0,247.7727110024421
10943433503,10943277968,0,101966443,tertiary,,Phears Lane,False,True,116.06894745904079,,"LINESTRING (9835892.382327985 2580359.7809717227, 9835876.452508852 2580349.5941337333, 9835854.088423152 2580342.79487493, 9835840.618764766 2580340.0462391814, 9835815.53848349 2580331.679780536, 9835802.34712383 2580290.3659319514)",,,,,,,36,0,6.39,204,300.0,65.0,3,53,30,5.0,608.4482108525468
1177211316,1177212091,0,101972913,residential,,,False,True,48.29077060339551,,"LINESTRING (9836593.973418709 2579657.4342165776, 9836609.558147421 2579707.4140057103)",,,,,,,33,0,6.39,204,300.0,65.0,3,53,35,5.0,378.42123653426114
1177211316,1191714409,0,104043544,tertiary,,Hidaram Banerjee Ln,False,False,68.13880331052671,,"LINESTRING (9836593.973418709 2579657.4342165776, 9836566.933914395 2579656.819415476, 9836546.952065798 2579664.691282277, 9836535.998227904 2579669.019002366, 9836524.331945268 2579675.950589815)",,,,,,,45,0,6.39,204,300.0,65.0,3,53,39,5.0,554.489599493265
1177211316,1177212135,0,104043544,tertiary,,Hidaram Banerjee Ln,False,True,55.069328337567704,,"LINESTRING (9836593.973418709 2579657.4342165776, 9836628.371141365 2579647.934939355, 9836649.288073685 2579636.133179911)",,,,,,,30,0,6.39,204,300.0,65.0,3,53,42,5.0,438.1494148213412
1177212091,1177211316,0,101972913,residential,,,False,False,48.29077060339551,,"LINESTRING (9836609.558147421 2579707.4140057103, 9836593.973418709 2579657.4342165776)",,,,,,,33,0,6.39,204,300.0,65.0,3,53,44,5.0,430.5752687859283
1177212091,1177211734,0,101972913,residential,,,False,True,119.94930814289717,,"LINESTRING (9836609.558147421 2579707.4140057103, 9836634.58276895 2579753.2952469126, 9836649.510712666 2579771.7996719424, 9836658.850417944 2579775.259459234, 9836665.629774932 2579777.7789563555, 9836693.10342526 2579772.9931176514, 9836701.997852575 2579772.269817211)",,,,,,,39,0,6.39,204,300.0,65.0,3,53,42,5.0,810.1445130402017
1177212091,1177211518,0,103212694,residential,,,False,False,102.82232804305796,,"LINESTRING (9836609.558147421 2579707.4140057103, 9836595.776794462 2579715.0809620577, 9836573.935910366 2579723.230120795, 9836538.770083224 2579738.7087114104, 9836506.687805977 2579749.871629166)",,,,,,,49,0,6.39,204,300.0,65.0,3,53,66,5.0,1069.952838101019
1177212091,1191714362,0,103212694,residential,,,False,True,59.75668152342821,,"LINESTRING (9836609.558147421 2579707.4140057103, 9836639.369507054 2579697.1672928445, 9836670.082554564 2579684.401102947)",,,,,,,28,0,6.39,204,300.0,65.0,3,53,32,5.0,380.06565704996433
1191714409,1177211747,0,104043544,tertiary,,Hidaram Banerjee Ln,False,False,45.65422848520158,,"LINESTRING (9836524.331945268 2579675.950589815, 9836482.95449054 2579703.1103855376)",,,,,,,33,0,6.39,204,300.0,65.0,3,53,45,5.0,422.13283382008854
1191714409,1177211461,0,103212692,residential,,Haladhar Bardhari Ln,False,True,58.63776065846689,,"LINESTRING (9836524.331945268 2579675.950589815, 9836503.39274905 2579641.762823054, 9836491.615146924 2579621.450308053)",,,,,,,52,0,6.39,204,300.0,65.0,3,53,59,5.0,685.7553454619456
1191714409,1177211316,0,104043544,tertiary,,Hidaram Banerjee Ln,False,True,68.13880331052671,,"LINESTRING (9836524.331945268 2579675.950589815, 9836535.998227904 2579669.019002366, 9836546.952065798 2579664.691282277, 9836566.933914395 2579656.819415476, 9836593.973418709 2579657.4342165776)",,,,,,,45,0,6.39,204,300.0,65.0,3,53,13,5.0,341.89653316442167
1177212135,1177211719,0,52246276,tertiary,40,,False,False,139.4272415739636,,"LINESTRING (9836649.288073685 2579636.133179911, 9836643.644175502 2579618.930834629, 9836627.614168826 2579567.5650027767, 9836625.788529178 2579558.367148212, 9836612.997919686 2579511.618498187, 9836613.732628323 2579490.233264777)",,,,,,,34,0,6.39,204,300.0,65.0,3,53,39,32.0,833.1194905661497
1177212135,1177211316,0,104043544,tertiary,,Hidaram Banerjee Ln,False,False,55.069328337567704,,"LINESTRING (9836649.288073685 2579636.133179911, 9836628.371141365 2579647.934939355, 9836593.973418709 2579657.4342165776)",,,,,,,30,0,6.39,204,300.0,65.0,3,53,52,5.0,504.2326088264225
1177212135,1191714362,0,1226071629,tertiary,40,,False,True,48.55299947325656,,"LINESTRING (9836649.288073685 2579636.133179911, 9836664.54997587 2579668.1028275457, 9836670.082554564 2579684.401102947)",,,,,,,28,0,6.39,204,300.0,65.0,3,53,35,31.0,354.52259778767757
1177212135,1196566772,0,1226071630,residential,,Hidaram Banerjee Ln,False,True,68.33843941275165,,"LINESTRING (9836649.288073685 2579636.133179911, 9836661.05454386 2579628.5506443023, 9836691.78985527 2579619.943445911, 9836718.205970434 2579610.1548727653)",,,,,,,28,1,6.39,204,300.0,65.0,3,53,61,5.0,647.8373765013421
1177211317,1177211892,0,103212693,residential,,Akrur Dutta Ln,False,True,71.35705232990614,,"LINESTRING (9836383.535053313 2579457.2634126097, 9836458.241563585 2579437.1801635968)",,,,,,,14,0,6.39,204,300.0,65.0,3,53,55,5.0,551.5565453773805
1177211317,1177212027,0,101972878,residential,,,False,False,167.25593184130975,,"LINESTRING (9836383.535053313 2579457.2634126097, 9836398.318281692 2579494.874364391, 9836381.976580443 2579510.2442489904, 9836392.730043253 2579528.15771674, 9836342.836647479 2579553.9550729934, 9836345.742086189 2579565.226360373, 9836350.32844921 2579576.5338199926, 9836355.515937481 2579593.326255562)",,,,,,,61,0,6.39,204,300.0,65.0,3,53,29,5.0,897.6506428077579
1177211317,1190128212,0,103082301,residential,,,False,True,61.30993345753324,,"LINESTRING (9836383.535053313 2579457.2634126097, 9836368.417866463 2579409.032313412, 9836363.274905989 2579393.9638907174)",,,,,,,17,0,6.39,204,300.0,65.0,3,53,18,5.0,228.0294562682718
1177211317,1177211458,0,103212693,residential,,Akrur Dutta Ln,False,False,46.0520861407378,,"LINESTRING (9836383.535053313 2579457.2634126097, 9836343.604751967 2579468.558743995, 9836335.645408373 2579471.3313451884)",,,,,,,18,0,6.39,204,300.0,65.0,3,53,36,5.0,299.5450121279873
1177211892,1177211317,0,103212693,residential,,Akrur Dutta Ln,False,False,71.35705232990614,,"LINESTRING (9836458.241563585 2579437.1801635968, 9836383.535053313 2579457.2634126097)",,,,,,,14,0,6.39,204,300.0,65.0,3,53,10,5.0,166.22846279588737
1177212027,11499274561,0,101972883,residential,,Dhiran Dhar Sarani,False,False,4.915522012180394,,"LINESTRING (9836355.515937481 2579593.326255562, 9836350.30618531 2579594.447359187)",,,,,,,32,0,6.39,204,300.0,65.0,3,53,29,5.0,187.70601660238776
1177212027,1177211317,0,101972878,residential,,,False,True,167.25593184130972,,"LINESTRING (9836355.515937481 2579593.326255562, 9836350.32844921 2579576.5338199926, 9836345.742086189 2579565.226360373, 9836342.836647479 2579553.9550729934, 9836392.730043253 2579528.15771674, 9836381.976580443 2579510.2442489904, 9836398.318281692 2579494.874364391, 9836383.535053313 2579457.2634126097)",,,,,,,61,0,6.39,204,300.0,65.0,3,53,33,5.0,977.9334900915865
1177212027,1191714339,0,101972883,residential,,Dhiran Dhar Sarani,False,True,81.66290950019254,,"LINESTRING (9836355.515937481 2579593.326255562, 9836361.627377525 2579591.9881642377, 9836369.052387562 2579588.9623905593, 9836387.052749222 2579580.548090556, 9836394.878509425 2579594.941609196, 9836415.005073361 2579583.7064662753, 9836428.318884458 2579576.895465949)",,,,,,,61,0,6.39,204,300.0,65.0,3,53,17,5.0,482.1923353803928
1190128212,1177211840,0,103082318,tertiary,40,,False,True,8.463103723421623,,"LINESTRING (9836363.274905989 2579393.9638907174, 9836355.048395619 2579398.026336131)",,,,,,,12,0,6.39,204,300.0,65.0,3,53,26,30.0,97.00488361707545
1190128212,1177211317,0,103082301,residential,,,False,False,61.30993345753324,,"LINESTRING (9836363.274905989 2579393.9638907174, 9836368.417866463 2579409.032313412, 9836383.535053313 2579457.2634126097)",,,,,,,17,0,6.39,204,300.0,65.0,3,53,56,5.0,507.6027528346234
1190128212,1177211494,0,103082318,tertiary,40,,False,False,80.71163377927049,,"LINESTRING (9836363.274905989 2579393.9638907174, 9836419.057102824 2579366.455013478, 9836441.910994284 2579355.593720847)",,,,,,,14,0,6.39,204,300.0,65.0,3,53,58,35.0,642.3529711037226
1177211458,1177211690,0,103212693,residential,,Akrur Dutta Ln,False,False,63.058446278020384,,"LINESTRING (9836335.645408373 2579471.3313451884, 9836271.102367613 2579493.8617607285)",,,,,,,23,0,6.39,204,300.0,65.0,3,53,77,5.0,708.2600436089084
1177211458,11491536787,0,103082290,living_street,,,False,True,57.08212943087333,,"LINESTRING (9836335.645408373 2579471.3313451884, 9836331.82714984 2579460.482038807, 9836328.81039164 2579447.728085473, 9836318.602394335 2579411.87723315)",,,,,,,19,0,6.39,204,300.0,65.0,3,53,29,5.0,304.2458104194392
1177211458,1177211317,0,103212693,residential,,Akrur Dutta Ln,False,True,46.0520861407378,,"LINESTRING (9836335.645408373 2579471.3313451884, 9836343.604751967 2579468.558743995, 9836383.535053313 2579457.2634126097)",,,,,,,18,0,6.39,204,300.0,65.0,3,53,74,5.0,509.54252492975166
1177211334,1177211571,0,101972892,residential,,,False,True,44.54546242568862,,"LINESTRING (9835993.471557574 2579828.036373485, 9836016.514692169 2579825.553033881, 9836036.81936729 2579823.154079956, 9836041.27214692 2579824.564520161)",,,,,,,39,0,6.39,204,300.0,65.0,3,53,43,5.0,435.4545861165533
1177211334,1177211474,0,101972898,residential,,,False,False,38.809722956703,,"LINESTRING (9835993.471557574 2579828.036373485, 9835996.29907264 2579849.9042440755, 9835976.428543532 2579852.3875873187)",,,,,,,30,0,6.39,204,300.0,65.0,3,53,49,5.0,388.80117098541365
1177211334,1177211896,0,101972898,residential,,,False,True,50.25733289641949,,"LINESTRING (9835993.471557574 2579828.036373485, 9835993.549481217 2579798.3930380656, 9835969.20390858 2579793.4504781323)",,,,,,,38,0,6.39,204,300.0,65.0,3,53,11,5.0,266.9396794232738
1177211571,1177211334,0,101972892,residential,,,False,False,44.54546242568862,,"LINESTRING (9836041.27214692 2579824.564520161, 9836036.81936729 2579823.154079956, 9836016.514692169 2579825.553033881, 9835993.471557574 2579828.036373485)",,,,,,,39,0,6.39,204,300.0,65.0,3,53,38,5.0,408.7273086611401
1177211571,1177211724,0,101972892,residential,,,False,True,73.92321818861495,,"LINESTRING (9836041.27214692 2579824.564520161, 9836042.941939281 2579833.099494215, 9836049.042247377 2579904.2847239706)",,,,,,,40,0,6.39,204,300.0,65.0,3,53,37,5.0,538.8190887574503
1177211571,1177211769,0,101972960,residential,,,False,False,77.94335742890958,,"LINESTRING (9836041.27214692 2579824.564520161, 9836054.007096669 2579820.803346546, 9836089.328771096 2579808.386657641, 9836098.579420779 2579805.2644043174, 9836106.004430816 2579819.4411268244, 9836110.190043671 2579826.2763366397)",,,,,,,40,0,6.39,204,300.0,65.0,3,53,14,5.0,341.5448404805681
1177211474,1190128241,0,101972898,residential,,,False,False,38.20801167261491,,"LINESTRING (9835976.428543532 2579852.3875873187, 9835935.518630667 2579858.885268723)",,,,,,,25,0,6.39,204,300.0,65.0,3,53,26,5.0,254.8089964185585
1177211474,1177211334,0,101972898,residential,,,False,True,38.809722956703,,"LINESTRING (9835976.428543532 2579852.3875873187, 9835996.29907264 2579849.9042440755, 9835993.471557574 2579828.036373485)",,,,,,,30,0,6.39,204,300.0,65.0,3,53,26,5.0,281.68633562491334
1177211474,1177211683,0,101972956,residential,,,False,False,55.53336566193535,,"LINESTRING (9835976.428543532 2579852.3875873187, 9835980.72547588 2579867.4564256314, 9835989.909333868 2579911.0355829257)",,,,,,,30,0,6.39,204,300.0,65.0,3,53,56,5.0,533.7842172482056
1177211896,1177211334,0,101972898,residential,,,False,False,50.25733289641949,,"LINESTRING (9835969.20390858 2579793.4504781323, 9835993.549481217 2579798.3930380656, 9835993.471557574 2579828.036373485)",,,,,,,38,0,6.39,204,300.0,65.0,3,53,72,5.0,634.8233562250645
1177211896,1190128257,0,1434292703,residential,,Malanga Lane,False,False,55.402413484148255,,"LINESTRING (9835969.20390858 2579793.4504781323, 9835962.636058625 2579810.074362384, 9835957.24819527 2579814.7999365767, 9835922.906132359 2579821.671309612)",,,,,,,39,0,6.39,204,300.0,65.0,3,53,72,5.0,684.2768525030409
1177211896,1177211398,0,1434292703,residential,,Malanga Lane,False,True,33.93695169009469,,"LINESTRING (9835969.20390858 2579793.4504781323, 9835973.356125588 2579782.4321912797, 9835982.428664086 2579759.1178097003)",,,,,,,37,0,6.39,204,300.0,65.0,3,53,24,5.0,293.33842086747273
1177211336,1177211367,0,101972955,residential,,Sanatan Sil Ln,False,False,47.731203357069894,,"LINESTRING (9836284.04882439 2579715.0689070923, 9836330.580371542 2579692.4296971494)",,,,,,,43,0,6.39,204,300.0,65.0,3,53,78,5.0,672.3640634221742
1177211336,1191714436,0,101972955,residential,,Sanatan Sil Ln,False,True,5.1781658220220885,,"LINESTRING (9836284.04882439 2579715.0689070923, 9836278.538509598 2579716.141799064)",,,,,,,23,0,6.39,204,300.0,65.0,3,53,44,5.0,152.9407155402766
1177211336,1177211361,0,103212679,residential,,,False,False,44.606182350468856,,"LINESTRING (9836284.04882439 2579715.0689070923, 9836265.625448665 2579670.357099892)",,,,,,,33,0,6.39,204,300.0,65.0,3,53,41,5.0,395.0624171643068
1177211367,1177211336,0,101972955,residential,,Sanatan Sil Ln,False,True,47.731203357069894,,"LINESTRING (9836330.580371542 2579692.4296971494, 9836284.04882439 2579715.0689070923)",,,,,,,43,0,6.39,204,300.0,65.0,3,53,50,5.0,511.98722014241935
1177211367,9189383185,0,103212684,residential,,Govinda Sarkar Ln,False,False,6.880578224463883,,"LINESTRING (9836330.580371542 2579692.4296971494, 9836328.220398339 2579685.353443498)",,,,,,,35,0,6.39,204,300.0,65.0,3,53,29,5.0,209.5444122211343
1177211367,1177211462,0,103212684,residential,,Govinda Sarkar Ln,False,True,51.51762130053855,,"LINESTRING (9836330.580371542 2579692.4296971494, 9836352.51031123 2579743.7959149)",,,,,,,48,0,6.39,204,300.0,65.0,3,53,69,5.0,677.1659043684592
1191714436,1177211336,0,101972955,residential,,Sanatan Sil Ln,False,False,5.1781658220220885,,"LINESTRING (9836278.538509598 2579716.141799064, 9836284.04882439 2579715.0689070923)",,,,,,,23,0,6.39,204,300.0,65.0,3,53,24,5.0,140.51311756742362
1191714436,1190128211,0,101972955,residential,,Sanatan Sil Ln,False,True,28.197334694457766,,"LINESTRING (9836278.538509598 2579716.141799064, 9836249.038844537 2579724.1583536267)",,,,,,,32,0,6.39,204,300.0,65.0,3,53,19,5.0,234.8899231033637
1191714436,1191714258,0,103212689,residential,,,False,True,49.21790479505373,,"LINESTRING (9836278.538509598 2579716.141799064, 9836285.685220907 2579740.0709245144, 9836296.383023972 2579766.362864796)",,,,,,,39,0,6.39,204,300.0,65.0,3,53,72,5.0,630.8426974292641
1177211361,1177212006,0,101972952,residential,,,False,False,47.9598629997928,,"LINESTRING (9836265.625448665 2579670.357099892, 9836312.502086239 2579647.862609854)",,,,,,,33,0,6.39,204,300.0,65.0,3,53,32,5.0,359.76587391920435
1177211361,1191714356,0,101972952,residential,,,False,True,30.834252876100383,,"LINESTRING (9836265.625448665 2579670.357099892, 9836234.934665054 2579683.605476706)",,,,,,,26,0,6.39,204,300.0,65.0,3,53,23,5.0,225.70253793803704
1177211361,1177211336,0,103212679,residential,,,False,True,44.606182350468856,,"LINESTRING (9836265.625448665 2579670.357099892, 9836284.04882439 2579715.0689070923)",,,,,,,33,0,6.39,204,300.0,65.0,3,53,70,5.0,550.2919317439383
